VIN,body_exit_time,body_cycle_min,body_extra_delay_min,actual_body_sequence
VIN0014629,4/15/2024 16:07,4.9106954,0,14629
VIN0014631,4/15/2024 16:16,4.1562639,0,14630
VIN0014632,4/15/2024 16:21,5.128616,0,14631
VIN0014633,4/15/2024 16:26,4.3463273,0,14632
VIN0014634,4/15/2024 16:31,4.1141516,0,14633
VIN0014635,4/15/2024 16:35,4.8404893,0,14634
VIN0014630,4/15/2024 16:37,4.1110339,26.2305832,14635
VIN0014636,4/15/2024 16:40,4.4195872,0,14636
VIN0014637,4/15/2024 16:45,3.9034419,0,14637
VIN0014638,4/15/2024 16:50,4.6914277,0,14638
VIN0014639,4/15/2024 16:55,3.4960904,0,14639
VIN0014640,4/15/2024 16:59,4.4848925,0,14640
VIN0014641,4/15/2024 17:05,3.6303172,0,14641
VIN0014642,4/15/2024 17:09,3.9838886,0,14642
VIN0014643,4/15/2024 17:14,4.648274,0,14643
VIN0014644,4/15/2024 17:19,3.8437177,0,14644
VIN0014645,4/15/2024 17:23,4.2593513,0,14645
VIN0014646,4/15/2024 17:28,4.1485985,0,14646
VIN0014647,4/15/2024 17:33,3.7331559,0,14647
VIN0014648,4/15/2024 17:38,3.800498,0,14648
VIN0014649,4/15/2024 17:43,4.4314396,0,14649
VIN0014650,4/15/2024 17:47,4.2176838,0,14650
VIN0014651,4/15/2024 17:52,4.3860568,0,14651
VIN0014652,4/15/2024 17:57,3.4214554,0,14652
VIN0014654,4/15/2024 18:07,4.7360912,0,14653
VIN0014655,4/15/2024 18:11,5.5230364,0,14654
VIN0014656,4/15/2024 18:16,3.4595333,0,14655
VIN0014659,4/15/2024 18:31,4.856412,0,14656
VIN0014660,4/15/2024 18:36,3.6532525,0,14657
VIN0014657,4/15/2024 18:44,4.3509491,22.8174346,14658
VIN0014661,4/15/2024 18:49,4.1212604,8.2838257,14659
VIN0014658,4/15/2024 18:53,3.6012767,26.764084,14660
VIN0014664,4/15/2024 18:55,4.4573971,0,14661
VIN0014665,4/15/2024 18:59,4.9047573,0,14662
VIN0014662,4/15/2024 19:00,4.6166139,14.6683877,14663
VIN0014663,4/15/2024 19:03,4.2883153,12.9202702,14664
VIN0014653,4/15/2024 19:04,4.6700984,62.4026663,14665
VIN0014666,4/15/2024 19:05,4.0038501,0,14666
VIN0014667,4/15/2024 19:09,4.2752135,0,14667
VIN0014668,4/15/2024 19:14,4.6274299,0,14668
VIN0014669,4/15/2024 19:19,3.5198268,0,14669
VIN0014670,4/15/2024 19:24,4.5768631,0,14670
VIN0014671,4/15/2024 19:28,3.4103426,0,14671
VIN0014672,4/15/2024 19:34,5.4158336,0,14672
VIN0014673,4/15/2024 19:38,3.3282314,0,14673
VIN0014674,4/15/2024 19:43,4.1117263,0,14674
VIN0014676,4/15/2024 19:53,4.0852145,0,14675
VIN0014675,4/15/2024 19:55,3.8960869,6.3954629,14676
VIN0014677,4/15/2024 19:57,4.5260405,0,14677
VIN0014678,4/15/2024 20:02,4.3254222,0,14678
VIN0014679,4/15/2024 20:07,4.4717347,0,14679
VIN0014680,4/15/2024 20:12,4.3209612,0,14680
VIN0014681,4/16/2024 6:05,4.4511621,0,14681
VIN0014682,4/16/2024 6:10,2.8649901,0,14682
VIN0014683,4/16/2024 6:15,4.1174892,0,14683
VIN0014684,4/16/2024 6:19,4.4177494,0,14684
VIN0014685,4/16/2024 6:24,3.1826328,0,14685
VIN0014686,4/16/2024 6:29,4.433714,0,14686
VIN0014687,4/16/2024 6:34,3.9659487,0,14687
VIN0014688,4/16/2024 6:39,4.4330755,0,14688
VIN0014689,4/16/2024 6:44,4.3257059,0,14689
VIN0014691,4/16/2024 6:54,4.1004502,0,14690
VIN0014692,4/16/2024 6:58,4.3899539,0,14691
VIN0014690,4/16/2024 7:03,3.4563094,14.232503,14692
VIN0014693,4/16/2024 7:04,4.7657369,0,14693
VIN0014694,4/16/2024 7:09,5.0718424,0,14694
VIN0014695,4/16/2024 7:13,3.9783077,0,14695
VIN0014696,4/16/2024 7:18,4.7102391,0,14696
VIN0014697,4/16/2024 7:24,3.6252257,0,14697
VIN0014698,4/16/2024 7:28,4.2296566,0,14698
VIN0014699,4/16/2024 7:33,4.1048092,0,14699
VIN0014700,4/16/2024 7:38,2.7391612,0,14700
VIN0014701,4/16/2024 7:43,4.0600057,0,14701
VIN0014702,4/16/2024 7:48,3.5467389,0,14702
VIN0014703,4/16/2024 7:53,4.8510075,0,14703
VIN0014704,4/16/2024 7:58,4.7668891,0,14704
VIN0014705,4/16/2024 8:03,4.8563809,0,14705
VIN0014706,4/16/2024 8:08,3.5352077,0,14706
VIN0014707,4/16/2024 8:12,4.3456354,0,14707
VIN0014708,4/16/2024 8:18,4.6284394,0,14708
VIN0014709,4/16/2024 8:22,4.1110777,0,14709
VIN0014710,4/16/2024 8:27,4.6771436,0,14710
VIN0014711,4/16/2024 8:32,3.9313742,0,14711
VIN0014712,4/16/2024 8:37,4.4309212,0,14712
VIN0014713,4/16/2024 8:42,4.3406246,0,14713
VIN0014714,4/16/2024 8:47,4.0126878,0,14714
VIN0014715,4/16/2024 8:52,3.5205755,0,14715
VIN0014716,4/16/2024 8:57,5.0221239,0,14716
VIN0014717,4/16/2024 9:02,3.8538153,0,14717
VIN0014718,4/16/2024 9:07,3.8816584,0,14718
VIN0014719,4/16/2024 9:12,4.0177434,0,14719
VIN0014720,4/16/2024 9:16,4.2638904,0,14720
VIN0014721,4/16/2024 9:22,3.6387866,0,14721
VIN0014722,4/16/2024 9:27,4.4447308,0,14722
VIN0014723,4/16/2024 9:31,4.3963311,0,14723
VIN0014724,4/16/2024 9:36,3.6642498,0,14724
VIN0014725,4/16/2024 9:42,3.5237107,0,14725
VIN0014726,4/16/2024 9:46,4.2180026,0,14726
VIN0014727,4/16/2024 9:51,4.3748919,0,14727
VIN0014728,4/16/2024 9:56,4.5050068,0,14728
VIN0014730,4/16/2024 10:06,3.6442705,0,14729
VIN0014731,4/16/2024 10:11,3.3794252,0,14730
VIN0014729,4/16/2024 10:13,4.4329178,11.958279,14731
VIN0014732,4/16/2024 10:16,4.1131877,0,14732
VIN0014733,4/16/2024 10:20,4.1534699,0,14733
VIN0014734,4/16/2024 10:26,4.3700805,0,14734
VIN0014735,4/16/2024 10:30,4.2905611,0,14735
VIN0014736,4/16/2024 10:36,4.1725896,0,14736
VIN0014737,4/16/2024 10:40,4.4410212,0,14737
VIN0014738,4/16/2024 10:45,3.9400621,0,14738
VIN0014739,4/16/2024 10:51,3.3185539,0,14739
VIN0014740,4/16/2024 10:55,4.4595736,0,14740
VIN0014741,4/16/2024 11:00,3.3710814,0,14741
VIN0014742,4/16/2024 11:05,4.7056646,0,14742
VIN0014743,4/16/2024 11:10,4.4510011,0,14743
VIN0014744,4/16/2024 11:15,2.964553,0,14744
VIN0014745,4/16/2024 11:20,4.7414133,0,14745
VIN0014746,4/16/2024 11:25,4.0271949,0,14746
VIN0014747,4/16/2024 11:30,3.7268889,0,14747
VIN0014748,4/16/2024 11:35,3.8185263,0,14748
VIN0014749,4/16/2024 11:39,4.2339167,0,14749
VIN0014750,4/16/2024 11:45,4.9287945,0,14750
VIN0014751,4/16/2024 11:49,3.80468,0,14751
VIN0014752,4/16/2024 11:54,3.922171,0,14752
VIN0014753,4/16/2024 11:59,4.7779415,0,14753
VIN0014754,4/16/2024 12:04,4.0444794,0,14754
VIN0014755,4/16/2024 12:09,3.6552216,0,14755
VIN0014756,4/16/2024 12:14,4.8794018,0,14756
VIN0014758,4/16/2024 12:24,3.776907,0,14757
VIN0014759,4/16/2024 12:29,4.2875316,0,14758
VIN0014760,4/16/2024 12:34,3.6990991,0,14759
VIN0014761,4/16/2024 12:39,3.5228351,0,14760
VIN0014762,4/16/2024 12:44,3.986689,0,14761
VIN0014763,4/16/2024 12:49,4.1798154,0,14762
VIN0014764,4/16/2024 12:54,4.6570401,0,14763
VIN0014757,4/16/2024 12:57,4.6294363,37.8468801,14764
VIN0014765,4/16/2024 12:59,4.3627236,0,14765
VIN0014766,4/16/2024 13:04,4.2762356,0,14766
VIN0014767,4/16/2024 13:09,3.9294595,0,14767
VIN0014768,4/16/2024 13:13,4.0250163,0,14768
VIN0014769,4/16/2024 13:18,3.9035346,0,14769
VIN0014770,4/16/2024 13:23,3.5202668,0,14770
VIN0014771,4/16/2024 13:29,3.8472698,0,14771
VIN0014772,4/16/2024 13:33,4.4249154,0,14772
VIN0014773,4/16/2024 13:38,3.3514962,0,14773
VIN0014774,4/16/2024 13:43,4.2934102,0,14774
VIN0014775,4/16/2024 13:48,4.4785254,0,14775
VIN0014776,4/16/2024 13:53,3.9239341,0,14776
VIN0014777,4/16/2024 13:58,3.488738,0,14777
VIN0014778,4/16/2024 14:03,3.9651459,0,14778
VIN0014779,4/16/2024 14:08,3.8374948,0,14779
VIN0014780,4/16/2024 14:13,5.0420806,0,14780
VIN0014782,4/16/2024 14:22,4.3477947,0,14781
VIN0014781,4/16/2024 14:27,3.6865927,9.3551341,14782
VIN0014783,4/16/2024 14:28,4.1697091,0,14783
VIN0014784,4/16/2024 14:32,4.9276311,0,14784
VIN0014786,4/16/2024 14:42,3.7766808,0,14785
VIN0014787,4/16/2024 14:47,4.0247599,0,14786
VIN0014788,4/16/2024 14:52,3.5826404,0,14787
VIN0014785,4/16/2024 14:53,4.240174,15.7780367,14788
VIN0014789,4/16/2024 14:57,4.1281627,0,14789
VIN0014790,4/16/2024 15:02,4.9731355,0,14790
VIN0014791,4/16/2024 15:07,4.1425985,0,14791
VIN0014792,4/16/2024 15:12,3.7984837,0,14792
VIN0014793,4/16/2024 15:16,4.7956495,0,14793
VIN0014794,4/16/2024 15:21,4.5144352,0,14794
VIN0014795,4/16/2024 15:27,4.6389,0,14795
VIN0014796,4/16/2024 15:31,4.4391147,0,14796
VIN0014797,4/16/2024 15:36,4.6877441,0,14797
VIN0014798,4/16/2024 15:41,3.8607644,0,14798
VIN0014799,4/16/2024 15:46,4.7744662,0,14799
VIN0014800,4/16/2024 15:51,3.7863912,0,14800
VIN0014801,4/16/2024 15:56,4.5285846,0,14801
VIN0014802,4/16/2024 16:00,3.6384172,0,14802
VIN0014803,4/16/2024 16:05,4.2062223,0,14803
VIN0014804,4/16/2024 16:11,3.3624926,0,14804
VIN0014805,4/16/2024 16:15,3.932437,0,14805
VIN0014806,4/16/2024 16:21,3.89179,0,14806
VIN0014807,4/16/2024 16:25,4.3536654,0,14807
VIN0014808,4/16/2024 16:30,3.8499876,0,14808
VIN0014809,4/16/2024 16:35,4.3243055,0,14809
VIN0014810,4/16/2024 16:40,4.259817,0,14810
VIN0014811,4/16/2024 16:45,3.5777935,0,14811
VIN0014812,4/16/2024 16:50,4.4914544,0,14812
VIN0014813,4/16/2024 16:55,4.8119362,0,14813
VIN0014814,4/16/2024 17:00,4.9075388,0,14814
VIN0014815,4/16/2024 17:05,4.1040838,0,14815
VIN0014816,4/16/2024 17:10,4.0112227,0,14816
VIN0014817,4/16/2024 17:15,3.599124,0,14817
VIN0014818,4/16/2024 17:19,4.3312032,0,14818
VIN0014819,4/16/2024 17:25,4.3261111,0,14819
VIN0014820,4/16/2024 17:29,4.4502088,0,14820
VIN0014821,4/16/2024 17:34,3.9787047,0,14821
VIN0014822,4/16/2024 17:39,4.1746519,0,14822
VIN0014823,4/16/2024 17:44,4.0681036,0,14823
VIN0014824,4/16/2024 17:49,4.1257829,0,14824
VIN0014825,4/16/2024 17:54,4.3874618,0,14825
VIN0014826,4/16/2024 17:59,5.1944048,0,14826
VIN0014827,4/16/2024 18:04,4.209373,0,14827
VIN0014828,4/16/2024 18:09,3.3798585,0,14828
VIN0014829,4/16/2024 18:14,4.0138148,0,14829
VIN0014830,4/16/2024 18:19,3.3594681,0,14830
VIN0014831,4/16/2024 18:24,3.1928128,0,14831
VIN0014832,4/16/2024 18:29,4.9407274,0,14832
VIN0014833,4/16/2024 18:33,4.4642855,0,14833
VIN0014834,4/16/2024 18:38,3.2554741,0,14834
VIN0014835,4/16/2024 18:43,3.9865384,0,14835
VIN0014836,4/16/2024 18:49,4.6313846,0,14836
VIN0014837,4/16/2024 18:53,4.0486796,0,14837
VIN0014838,4/16/2024 18:58,4.375797,0,14838
VIN0014839,4/16/2024 19:03,4.0974075,0,14839
VIN0014840,4/16/2024 19:08,3.994909,0,14840
VIN0014841,4/16/2024 19:13,3.5800524,0,14841
VIN0014842,4/16/2024 19:18,3.7548552,0,14842
VIN0014843,4/16/2024 19:23,4.4268966,0,14843
VIN0014844,4/16/2024 19:28,4.1912612,0,14844
VIN0014845,4/16/2024 19:33,3.6254508,0,14845
VIN0014846,4/16/2024 19:37,4.5069576,0,14846
VIN0014847,4/16/2024 19:43,4.6714913,0,14847
VIN0014848,4/16/2024 19:47,4.2083084,0,14848
VIN0014849,4/16/2024 19:53,2.9862698,0,14849
VIN0014850,4/16/2024 19:57,4.143106,0,14850
VIN0014851,4/16/2024 20:02,3.6127887,0,14851
VIN0014852,4/16/2024 20:07,5.4301245,0,14852
VIN0014853,4/16/2024 20:12,5.1759642,0,14853
VIN0014854,4/16/2024 20:16,3.7277611,0,14854
VIN0014855,4/16/2024 20:22,4.3130328,0,14855
VIN0014856,4/16/2024 20:26,5.295125,0,14856
VIN0014857,4/16/2024 20:32,4.0472,0,14857
VIN0014858,4/16/2024 20:36,4.1269691,0,14858
VIN0014859,4/16/2024 20:41,4.3146593,0,14859
VIN0014860,4/16/2024 20:46,4.7125239,0,14860
VIN0014862,4/16/2024 20:56,4.9562718,0,14861
VIN0014861,4/16/2024 21:14,4.393106,22.4213945,14862
VIN0014863,4/17/2024 6:05,3.4447227,0,14863
VIN0014864,4/17/2024 6:09,5.1790133,0,14864
VIN0014866,4/17/2024 6:19,3.4925915,0,14865
VIN0014867,4/17/2024 6:24,4.3068301,0,14866
VIN0014868,4/17/2024 6:29,4.4737464,0,14867
VIN0014869,4/17/2024 6:34,4.0507311,0,14868
VIN0014870,4/17/2024 6:38,4.1390873,0,14869
VIN0014865,4/17/2024 6:41,4.2118047,26.5922812,14870
VIN0014871,4/17/2024 6:43,3.8698858,0,14871
VIN0014872,4/17/2024 6:48,3.8557483,0,14872
VIN0014873,4/17/2024 6:53,5.0608812,0,14873
VIN0014874,4/17/2024 6:58,4.3309388,0,14874
VIN0014875,4/17/2024 7:03,4.6283877,0,14875
VIN0014876,4/17/2024 7:08,3.7424333,0,14876
VIN0014877,4/17/2024 7:13,4.5049502,0,14877
VIN0014878,4/17/2024 7:17,3.5407565,0,14878
VIN0014879,4/17/2024 7:23,4.7703415,0,14879
VIN0014880,4/17/2024 7:27,5.2463738,0,14880
VIN0014881,4/17/2024 7:32,4.2408469,0,14881
VIN0014882,4/17/2024 7:37,4.2066518,0,14882
VIN0014883,4/17/2024 7:42,4.2409981,0,14883
VIN0014884,4/17/2024 7:47,3.5584155,0,14884
VIN0014885,4/17/2024 7:52,5.1964728,0,14885
VIN0014886,4/17/2024 7:57,3.7142503,0,14886
VIN0014887,4/17/2024 8:02,3.6895977,0,14887
VIN0014888,4/17/2024 8:07,4.1199262,0,14888
VIN0014889,4/17/2024 8:11,4.9724654,0,14889
VIN0014890,4/17/2024 8:16,3.9374981,0,14890
VIN0014891,4/17/2024 8:22,4.058371,0,14891
VIN0014892,4/17/2024 8:26,4.562081,0,14892
VIN0014893,4/17/2024 8:31,5.2051179,0,14893
VIN0014894,4/17/2024 8:35,3.8362828,0,14894
VIN0014895,4/17/2024 8:41,3.8166985,0,14895
VIN0014896,4/17/2024 8:46,4.3758974,0,14896
VIN0014897,4/17/2024 8:50,4.0014914,0,14897
VIN0014898,4/17/2024 8:56,3.5744731,0,14898
VIN0014899,4/17/2024 9:00,4.8407859,0,14899
VIN0014900,4/17/2024 9:05,4.0343665,0,14900
VIN0014901,4/17/2024 9:10,3.8199095,0,14901
VIN0014902,4/17/2024 9:15,4.9044575,0,14902
VIN0014903,4/17/2024 9:20,4.6266565,0,14903
VIN0014905,4/17/2024 9:29,3.4560615,0,14904
VIN0014906,4/17/2024 9:35,4.5663495,0,14905
VIN0014907,4/17/2024 9:39,4.5198233,0,14906
VIN0014908,4/17/2024 9:44,4.7622149,0,14907
VIN0014909,4/17/2024 9:48,5.0175931,0,14908
VIN0014910,4/17/2024 9:54,4.2394794,0,14909
VIN0014911,4/17/2024 9:59,3.4115027,0,14910
VIN0014913,4/17/2024 10:08,4.4987284,0,14911
VIN0014912,4/17/2024 10:10,4.9623682,6.1651687,14912
VIN0014914,4/17/2024 10:13,4.0047451,0,14913
VIN0014915,4/17/2024 10:18,3.6213719,0,14914
VIN0014904,4/17/2024 10:21,4.401813,56.1719083,14915
VIN0014917,4/17/2024 10:28,4.2010978,0,14916
VIN0014916,4/17/2024 10:30,4.2463009,7.4375923,14917
VIN0014918,4/17/2024 10:33,4.1534508,0,14918
VIN0014919,4/17/2024 10:38,3.765669,0,14919
VIN0014920,4/17/2024 10:43,4.6271485,0,14920
VIN0014921,4/17/2024 10:48,4.6798783,0,14921
VIN0014922,4/17/2024 10:52,3.8503411,0,14922
VIN0014923,4/17/2024 10:57,3.8837571,0,14923
VIN0014924,4/17/2024 11:02,4.2250489,0,14924
VIN0014925,4/17/2024 11:07,3.6232015,0,14925
VIN0014926,4/17/2024 11:12,3.9830587,0,14926
VIN0014927,4/17/2024 11:17,3.7222237,0,14927
VIN0014928,4/17/2024 11:22,3.314632,0,14928
VIN0014929,4/17/2024 11:26,4.4667693,0,14929
VIN0014930,4/17/2024 11:31,3.6349492,0,14930
VIN0014931,4/17/2024 11:36,4.2846259,0,14931
VIN0014932,4/17/2024 11:41,4.6471258,0,14932
VIN0014933,4/17/2024 11:46,4.0866958,0,14933
VIN0014934,4/17/2024 11:51,4.4306183,0,14934
VIN0014935,4/17/2024 11:56,3.804021,0,14935
VIN0014936,4/17/2024 12:01,4.4028298,0,14936
VIN0014937,4/17/2024 12:06,4.0679521,0,14937
VIN0014938,4/17/2024 12:10,4.1637429,0,14938
VIN0014940,4/17/2024 12:20,4.4617644,0,14939
VIN0014941,4/17/2024 12:25,3.6560703,0,14940
VIN0014942,4/17/2024 12:30,4.2365661,0,14941
VIN0014943,4/17/2024 12:35,4.2441732,0,14942
VIN0014944,4/17/2024 12:40,4.7185688,0,14943
VIN0014945,4/17/2024 12:45,4.3390129,0,14944
VIN0014946,4/17/2024 12:50,4.4146444,0,14945
VIN0014947,4/17/2024 12:55,4.994357,0,14946
VIN0014948,4/17/2024 12:59,3.9924234,0,14947
VIN0014949,4/17/2024 13:04,4.5847714,0,14948
VIN0014950,4/17/2024 13:09,3.9363406,0,14949
VIN0014939,4/17/2024 13:10,4.3026585,54.9249925,14950
VIN0014951,4/17/2024 13:14,3.503589,0,14951
VIN0014952,4/17/2024 13:19,3.9785774,0,14952
VIN0014954,4/17/2024 13:28,3.3440065,0,14953
VIN0014955,4/17/2024 13:34,4.1912594,0,14954
VIN0014956,4/17/2024 13:39,4.2284938,0,14955
VIN0014957,4/17/2024 13:43,3.7397203,0,14956
VIN0014953,4/17/2024 13:44,4.4044604,20.397936,14957
VIN0014958,4/17/2024 13:48,4.9813963,0,14958
VIN0014959,4/17/2024 13:53,4.5577058,0,14959
VIN0014960,4/17/2024 13:58,3.9404361,0,14960
VIN0014961,4/17/2024 14:03,3.5992536,0,14961
VIN0014962,4/17/2024 14:08,4.6061492,0,14962
VIN0014963,4/17/2024 14:12,4.8639178,0,14963
VIN0014965,4/17/2024 14:22,4.143122,0,14964
VIN0014966,4/17/2024 14:27,3.7285867,0,14965
VIN0014967,4/17/2024 14:32,3.5980952,0,14966
VIN0014968,4/17/2024 14:37,4.8591828,0,14967
VIN0014969,4/17/2024 14:42,4.2828279,0,14968
VIN0014970,4/17/2024 14:47,3.8736447,0,14969
VIN0014964,4/17/2024 14:49,3.8327801,31.3584035,14970
VIN0014971,4/17/2024 14:52,3.4301102,0,14971
VIN0014972,4/17/2024 14:57,4.6444342,0,14972
VIN0014973,4/17/2024 15:02,4.3368262,0,14973
VIN0014974,4/17/2024 15:06,4.9769367,0,14974
VIN0014975,4/17/2024 15:11,4.4687606,0,14975
VIN0014976,4/17/2024 15:16,4.5856553,0,14976
VIN0014977,4/17/2024 15:21,3.9679762,0,14977
VIN0014978,4/17/2024 15:26,3.9908565,0,14978
VIN0014979,4/17/2024 15:31,3.6968836,0,14979
VIN0014980,4/17/2024 15:35,4.6610846,0,14980
VIN0014981,4/17/2024 15:40,3.3392065,0,14981
VIN0014982,4/17/2024 15:45,3.217146,0,14982
VIN0014983,4/17/2024 15:50,3.6641381,0,14983
VIN0014984,4/17/2024 15:55,4.1674112,0,14984
VIN0014985,4/17/2024 16:00,4.4759238,0,14985
VIN0014986,4/17/2024 16:05,4.0467667,0,14986
VIN0014987,4/17/2024 16:10,3.4138021,0,14987
VIN0014988,4/17/2024 16:15,4.0821808,0,14988
VIN0014989,4/17/2024 16:20,4.2269249,0,14989
VIN0014990,4/17/2024 16:25,4.3905325,0,14990
VIN0014991,4/17/2024 16:29,4.9445954,0,14991
VIN0014992,4/17/2024 16:34,3.0249676,0,14992
VIN0014993,4/17/2024 16:39,4.4155799,0,14993
VIN0014994,4/17/2024 16:44,4.8629985,0,14994
VIN0014995,4/17/2024 16:49,4.3280699,0,14995
VIN0014996,4/17/2024 16:54,4.4612277,0,14996
VIN0014997,4/17/2024 16:59,4.5689563,0,14997
VIN0014998,4/17/2024 17:03,4.1223408,0,14998
VIN0014999,4/17/2024 17:08,4.9080195,0,14999
VIN0015000,4/17/2024 17:13,4.5967348,0,15000
VIN0015002,4/17/2024 17:23,4.1995139,0,15001
VIN0015003,4/17/2024 17:28,3.6296756,0,15002
VIN0015004,4/17/2024 17:33,3.6284817,0,15003
VIN0015005,4/17/2024 17:38,4.2785943,0,15004
VIN0015006,4/17/2024 17:42,4.1742559,0,15005
VIN0015007,4/17/2024 17:47,3.3440104,0,15006
VIN0015008,4/17/2024 17:53,4.2025839,0,15007
VIN0015001,4/17/2024 17:54,3.4847064,35.176347,15008
VIN0015009,4/17/2024 17:57,3.7960217,0,15009
VIN0015011,4/17/2024 18:07,4.9370337,0,15010
VIN0015012,4/17/2024 18:12,4.2781416,0,15011
VIN0015010,4/17/2024 18:19,3.9357119,16.7800475,15012
VIN0015014,4/17/2024 18:22,3.4221298,0,15013
VIN0015013,4/17/2024 18:23,3.4717461,6.3789856,15014
VIN0015015,4/17/2024 18:26,3.8023503,0,15015
VIN0015016,4/17/2024 18:32,4.6234199,0,15016
VIN0015018,4/17/2024 18:41,3.7319308,0,15017
VIN0015019,4/17/2024 18:46,4.3660992,0,15018
VIN0015020,4/17/2024 18:51,4.2249968,0,15019
VIN0015021,4/17/2024 18:56,3.8355004,0,15020
VIN0015022,4/17/2024 19:01,4.060227,0,15021
VIN0015017,4/17/2024 19:03,4.5963515,26.2936696,15022
VIN0015023,4/17/2024 19:06,4.0073936,0,15023
VIN0015024,4/17/2024 19:11,3.8993536,0,15024
VIN0015025,4/17/2024 19:15,3.8824431,0,15025
VIN0015026,4/17/2024 19:20,4.0788649,0,15026
VIN0015027,4/17/2024 19:25,4.0997767,0,15027
VIN0015028,4/17/2024 19:30,4.2149607,0,15028
VIN0015029,4/17/2024 19:35,3.7384106,0,15029
VIN0015030,4/17/2024 19:40,4.1915193,0,15030
VIN0015031,4/17/2024 19:44,3.869386,0,15031
VIN0015032,4/17/2024 19:49,4.3091528,0,15032
VIN0015033,4/17/2024 19:55,4.2535895,0,15033
VIN0015034,4/17/2024 19:59,4.4202487,0,15034
VIN0015035,4/17/2024 20:04,4.3624012,0,15035
VIN0015036,4/18/2024 6:04,4.4011097,0,15036
VIN0015037,4/18/2024 6:08,4.6018246,0,15037
VIN0015038,4/18/2024 6:12,4.8477801,0,15038
VIN0015039,4/18/2024 6:17,4.3009848,0,15039
VIN0015040,4/18/2024 6:21,4.5429499,0,15040
VIN0015041,4/18/2024 6:25,3.9815994,0,15041
VIN0015042,4/18/2024 6:30,4.0781259,0,15042
VIN0015043,4/18/2024 6:33,3.4953308,0,15043
VIN0015044,4/18/2024 6:37,4.3668446,0,15044
VIN0015045,4/18/2024 6:42,5.1766206,0,15045
VIN0015046,4/18/2024 6:46,5.1529397,0,15046
VIN0015047,4/18/2024 6:50,4.0711154,0,15047
VIN0015048,4/18/2024 6:55,3.5240953,0,15048
VIN0015050,4/18/2024 7:03,4.2795027,0,15049
VIN0015051,4/18/2024 7:07,3.944459,0,15050
VIN0015052,4/18/2024 7:12,4.0313037,0,15051
VIN0015053,4/18/2024 7:16,4.152196,0,15052
VIN0015054,4/18/2024 7:20,4.0977829,0,15053
VIN0015055,4/18/2024 7:24,4.6203377,0,15054
VIN0015056,4/18/2024 7:29,3.549982,0,15055
VIN0015057,4/18/2024 7:33,4.5070876,0,15056
VIN0015058,4/18/2024 7:37,3.74605,0,15057
VIN0015059,4/18/2024 7:41,4.4517936,0,15058
VIN0015060,4/18/2024 7:46,3.7219261,0,15059
VIN0015061,4/18/2024 7:50,3.8416032,0,15060
VIN0015049,4/18/2024 7:54,3.1095486,55.3935896,15061
VIN0015062,4/18/2024 7:55,4.1357008,0,15062
VIN0015063,4/18/2024 7:58,4.1009391,0,15063
VIN0015064,4/18/2024 8:02,3.9091038,0,15064
VIN0015065,4/18/2024 8:06,3.3542378,0,15065
VIN0015066,4/18/2024 8:11,4.9016806,0,15066
VIN0015067,4/18/2024 8:15,4.421848,0,15067
VIN0015068,4/18/2024 8:19,4.4807853,0,15068
VIN0015069,4/18/2024 8:23,4.1648692,0,15069
VIN0015070,4/18/2024 8:28,4.2023896,0,15070
VIN0015071,4/18/2024 8:32,3.7150913,0,15071
VIN0015072,4/18/2024 8:37,4.8375757,0,15072
VIN0015073,4/18/2024 8:41,4.3707573,0,15073
VIN0015074,4/18/2024 8:45,4.3525686,0,15074
VIN0015075,4/18/2024 8:49,3.8679958,0,15075
VIN0015076,4/18/2024 8:53,4.3453517,0,15076
VIN0015077,4/18/2024 8:57,3.600224,0,15077
VIN0015078,4/18/2024 9:01,4.3213512,0,15078
VIN0015079,4/18/2024 9:06,4.5218677,0,15079
VIN0015080,4/18/2024 9:10,3.4997719,0,15080
VIN0015081,4/18/2024 9:14,3.9179154,0,15081
VIN0015082,4/18/2024 9:19,4.258948,0,15082
VIN0015083,4/18/2024 9:23,4.4673155,0,15083
VIN0015084,4/18/2024 9:27,4.0705146,0,15084
VIN0015085,4/18/2024 9:31,4.1501596,0,15085
VIN0015086,4/18/2024 9:36,3.7938026,0,15086
VIN0015087,4/18/2024 9:40,3.9609975,0,15087
VIN0015088,4/18/2024 9:44,4.0226274,0,15088
VIN0015089,4/18/2024 9:48,3.8914668,0,15089
VIN0015090,4/18/2024 9:52,5.1456605,0,15090
VIN0015091,4/18/2024 9:56,4.1151053,0,15091
VIN0015092,4/18/2024 10:01,4.2464301,0,15092
VIN0015093,4/18/2024 10:05,4.4054435,0,15093
VIN0015094,4/18/2024 10:09,5.2810759,0,15094
VIN0015095,4/18/2024 10:13,4.3689029,0,15095
VIN0015096,4/18/2024 10:17,4.1308428,0,15096
VIN0015097,4/18/2024 10:22,4.0251756,0,15097
VIN0015098,4/18/2024 10:26,4.1979998,0,15098
VIN0015099,4/18/2024 10:30,4.4228544,0,15099
VIN0015100,4/18/2024 10:34,3.7366199,0,15100
VIN0015101,4/18/2024 10:39,3.8397501,0,15101
VIN0015102,4/18/2024 10:43,4.2908694,0,15102
VIN0015104,4/18/2024 10:51,3.8266698,0,15103
VIN0015105,4/18/2024 10:56,3.6900566,0,15104
VIN0015106,4/18/2024 11:00,3.7222884,0,15105
VIN0015107,4/18/2024 11:04,4.7922224,0,15106
VIN0015108,4/18/2024 11:08,3.2086661,0,15107
