VIN,paint_start_time,paint_end_time,paint_proc_min,paint_changeover_min,paint_quality_hold_min,actual_paint_sequence
VIN0007448,2024-02-23 23:13:00,2024-02-23 23:19:00,1.6661175,4.5842897,0.0,7448
VIN0007449,2024-02-23 23:19:00,2024-02-23 23:24:00,1.4831434,3.9771898,0.0,7449
VIN0007450,2024-02-23 23:24:00,2024-02-23 23:30:00,1.3877325,4.5376455,0.0,7450
VIN0007451,2024-02-23 23:30:00,2024-02-23 23:31:00,1.3043582,0.0,0.0,7451
VIN0007452,2024-02-23 23:31:00,2024-02-23 23:37:00,1.4513755,3.747428,0.0,7452
VIN0007453,2024-02-23 23:37:00,2024-02-23 23:43:00,1.1597004,5.4355637,0.0,7453
VIN0007454,2024-02-23 23:43:00,2024-02-23 23:48:00,1.3935669,3.5042813,0.0,7454
VIN0007455,2024-02-23 23:48:00,2024-02-23 23:53:00,1.3473835,3.2535593,0.0,7455
VIN0007456,2024-02-24 06:29:00,2024-02-24 06:35:00,1.3012482,4.7995243,0.0,7456
VIN0007457,2024-02-24 06:36:00,2024-02-24 06:43:00,1.152388,5.6512687,0.0,7457
VIN0007458,2024-02-24 06:43:00,2024-02-24 06:48:00,1.5794943,3.7887712,0.0,7458
VIN0007459,2024-02-24 06:48:00,2024-02-24 06:54:00,1.6228539,3.6205901,0.0,7459
VIN0007460,2024-02-24 06:54:00,2024-02-24 07:00:00,1.525886,5.1323252,0.0,7460
VIN0007461,2024-02-24 07:00:00,2024-02-24 07:07:00,1.488735,4.9124288,0.0,7461
VIN0007462,2024-02-24 07:07:00,2024-02-24 07:14:00,0.9609326,5.8334447,0.0,7462
VIN0007463,2024-02-24 07:14:00,2024-02-24 07:20:00,1.3646308,4.8749149,0.0,7463
VIN0007464,2024-02-24 07:20:00,2024-02-24 07:26:00,1.2146407,5.0547718,0.0,7464
VIN0007465,2024-02-24 07:26:00,2024-02-24 07:33:00,1.5912391,5.1984188,0.0,7465
VIN0007466,2024-02-24 07:33:00,2024-02-24 07:34:00,1.1788347,0.0,0.0,7466
VIN0007467,2024-02-24 07:34:00,2024-02-24 07:40:00,1.3497869,4.3805959,0.0,7467
VIN0007468,2024-02-24 07:40:00,2024-02-24 07:46:00,1.5537711,4.3617011,0.0,7468
VIN0007469,2024-02-24 07:46:00,2024-02-24 07:51:00,1.2257636,4.199569,0.0,7469
VIN0007470,2024-02-24 07:51:00,2024-02-24 07:53:00,1.9396617,0.0,0.0,7470
VIN0007471,2024-02-24 07:53:00,2024-02-24 07:58:00,1.1284428,4.2844874,0.0,7471
VIN0007472,2024-02-24 07:58:00,2024-02-24 08:04:00,1.5089374,4.2961601,0.0,7472
VIN0007474,2024-02-24 08:04:00,2024-02-24 08:10:00,1.786087,4.4393745,0.0,7473
VIN0007475,2024-02-24 08:10:00,2024-02-24 08:15:00,1.3494551,3.6527194,0.0,7474
VIN0007476,2024-02-24 08:15:00,2024-02-24 08:20:00,1.2429368,3.1101472,0.0,7475
VIN0007477,2024-02-24 08:20:00,2024-02-24 08:24:00,1.3638553,2.8618137,0.0,7476
VIN0007478,2024-02-24 08:24:00,2024-02-24 08:29:00,1.3686375,3.9120981,0.0,7477
VIN0007479,2024-02-24 08:29:00,2024-02-24 08:36:00,1.7553519,4.9373659,0.0,7478
VIN0007480,2024-02-24 08:36:00,2024-02-24 08:40:00,1.4921293,2.8801622,0.0,7479
VIN0007473,2024-02-24 08:40:00,2024-02-24 08:46:00,1.1914772,4.7051546,0.0,7480
VIN0007482,2024-02-24 08:46:00,2024-02-24 08:51:00,1.6409158,2.8404957,0.0,7481
VIN0007483,2024-02-24 08:51:00,2024-02-24 08:57:00,1.8374189,4.365576,0.0,7482
VIN0007481,2024-02-24 08:57:00,2024-02-24 08:58:00,1.2872158,0.0,0.0,7483
VIN0007484,2024-02-24 08:58:00,2024-02-24 09:04:00,1.6280298,4.1086921,0.0,7484
VIN0007485,2024-02-24 09:04:00,2024-02-24 09:10:00,0.9474839,4.7464293,0.0,7485
VIN0007486,2024-02-24 09:10:00,2024-02-24 09:16:00,1.5354577,4.7985985,0.0,7486
VIN0007487,2024-02-24 09:16:00,2024-02-24 09:22:00,1.4185559,4.4493897,0.0,7487
VIN0007488,2024-02-24 09:22:00,2024-02-24 09:28:00,1.5717405,4.2544738,0.0,7488
VIN0007489,2024-02-24 09:28:00,2024-02-24 09:29:00,1.5672299,0.0,0.0,7489
VIN0007490,2024-02-24 09:29:00,2024-02-24 09:35:00,1.1752255,4.4931524,0.0,7490
VIN0007491,2024-02-24 09:35:00,2024-02-24 09:39:00,1.4025278,2.9531262,0.0,7491
VIN0007492,2024-02-24 09:39:00,2024-02-24 09:45:00,1.5174628,4.0379737,0.0,7492
VIN0007493,2024-02-24 09:45:00,2024-02-24 09:51:00,1.7236585,4.21459,0.0,7493
VIN0007494,2024-02-24 09:51:00,2024-02-24 09:52:00,1.4943837,0.0,0.0,7494
VIN0007495,2024-02-24 09:52:00,2024-02-24 09:57:00,1.3406956,3.4013146,0.0,7495
VIN0007496,2024-02-24 09:57:00,2024-02-24 10:02:00,1.5226007,3.2997455,0.0,7496
VIN0007497,2024-02-24 10:02:00,2024-02-24 10:07:00,1.4820297,3.4723441,0.0,7497
VIN0007499,2024-02-24 10:07:00,2024-02-24 10:12:00,1.5110219,3.75923,0.0,7498
VIN0007500,2024-02-24 10:12:00,2024-02-24 10:18:00,1.8261264,4.3767485,0.0,7499
VIN0007501,2024-02-24 10:22:00,2024-02-24 10:28:00,1.4131016,4.6492483,0.0,7500
VIN0007502,2024-02-24 10:28:00,2024-02-24 10:32:00,1.3046741,3.4763115,0.0,7501
VIN0007503,2024-02-24 10:32:00,2024-02-24 10:34:00,1.5199902,0.0,0.0,7502
VIN0007504,2024-02-24 10:34:00,2024-02-24 10:40:00,1.2069983,4.5823513,0.0,7503
VIN0007498,2024-02-24 10:40:00,2024-02-24 10:45:00,1.1882984,4.1635328,0.0,7504
VIN0007505,2024-02-24 10:45:00,2024-02-24 10:49:00,1.3278471,2.4254267,0.0,7505
VIN0007506,2024-02-24 10:49:00,2024-02-24 10:51:00,2.1006328,0.0,0.0,7506
VIN0007507,2024-02-24 10:51:00,2024-02-24 10:57:00,1.2787873,5.1502249,0.0,7507
VIN0007508,2024-02-24 10:57:00,2024-02-24 11:03:00,1.427106,4.6241216,0.0,7508
VIN0007510,2024-02-24 11:03:00,2024-02-24 11:05:00,1.553897,0.0,0.0,7509
VIN0007511,2024-02-24 11:05:00,2024-02-24 11:12:00,1.7737623,4.9220469,0.0,7510
VIN0007512,2024-02-24 11:12:00,2024-02-24 11:13:00,1.3949086,0.0,0.0,7511
VIN0007513,2024-02-24 11:13:00,2024-02-24 11:20:00,1.5596861,5.069076,0.0,7512
VIN0007514,2024-02-24 11:20:00,2024-02-24 11:25:00,1.7269542,3.6444807,0.0,7513
VIN0007515,2024-02-24 11:25:00,2024-02-24 11:26:00,1.2711251,0.0,0.0,7514
VIN0007516,2024-02-24 11:31:00,2024-02-24 11:38:00,1.3525122,4.7965466,0.0,7515
VIN0007517,2024-02-24 11:38:00,2024-02-24 11:43:00,1.4099293,4.2192791,0.0,7516
VIN0007518,2024-02-24 11:43:00,2024-02-24 11:49:00,1.4063077,4.4874901,0.0,7517
VIN0007509,2024-02-24 11:49:00,2024-02-24 11:54:00,1.3881471,3.5182154,0.0,7518
VIN0007519,2024-02-24 11:54:00,2024-02-24 12:01:00,1.6261158,5.3512296,0.0,7519
VIN0007520,2024-02-24 12:01:00,2024-02-24 12:06:00,1.3370787,3.5049735,0.0,7520
VIN0007521,2024-02-24 12:06:00,2024-02-24 12:10:00,1.2211898,3.1362179,0.0,7521
VIN0007522,2024-02-24 12:10:00,2024-02-24 12:16:00,1.470871,4.2687589,0.0,7522
VIN0007523,2024-02-24 12:16:00,2024-02-24 12:20:00,1.1377185,3.0684422,0.0,7523
VIN0007524,2024-02-24 12:20:00,2024-02-24 12:26:00,1.48812,4.9308316,0.0,7524
VIN0007525,2024-02-24 12:26:00,2024-02-24 12:32:00,1.5463427,4.2973685,0.0,7525
VIN0007526,2024-02-24 12:32:00,2024-02-24 12:34:00,1.5144699,0.0,0.0,7526
VIN0007527,2024-02-24 12:34:00,2024-02-24 12:39:00,1.5386206,3.6475741,0.0,7527
VIN0007528,2024-02-24 12:39:00,2024-02-24 13:43:00,1.5342699,3.85831,58.2395623,7528
VIN0007529,2024-02-24 13:43:00,2024-02-24 13:46:00,1.3137562,1.7147448,0.0,7529
VIN0007530,2024-02-24 13:46:00,2024-02-24 13:47:00,1.3950333,0.0,0.0,7530
VIN0007531,2024-02-24 13:47:00,2024-02-24 13:49:00,1.6034843,0.0,0.0,7531
VIN0007532,2024-02-24 13:49:00,2024-02-24 13:54:00,1.2694031,4.1619238,0.0,7532
VIN0007534,2024-02-24 13:54:00,2024-02-24 14:00:00,1.3226888,4.7407686,0.0,7533
VIN0007535,2024-02-24 14:00:00,2024-02-24 14:06:00,1.5975938,3.997973,0.0,7534
VIN0007536,2024-02-24 14:06:00,2024-02-24 14:12:00,1.2721703,4.6297307,0.0,7535
VIN0007537,2024-02-24 14:12:00,2024-02-24 14:13:00,1.5717913,0.0,0.0,7536
VIN0007538,2024-02-24 14:13:00,2024-02-24 14:18:00,1.3161538,2.972245,0.0,7537
VIN0007539,2024-02-24 14:18:00,2024-02-24 14:47:00,1.3485105,3.8299199,23.9443767,7538
VIN0007533,2024-02-24 14:47:00,2024-02-24 14:52:00,1.0879144,4.6430473,0.0,7539
VIN0007541,2024-02-24 14:52:00,2024-02-24 14:58:00,1.6355908,4.457073,0.0,7540
VIN0007542,2024-02-24 14:58:00,2024-02-24 15:04:00,1.2504417,4.5879945,0.0,7541
VIN0007543,2024-02-24 15:04:00,2024-02-24 15:10:00,1.5266134,4.1967638,0.0,7542
VIN0007540,2024-02-24 15:10:00,2024-02-24 15:12:00,1.5053052,0.0,0.0,7543
VIN0007544,2024-02-24 15:12:00,2024-02-24 15:18:00,1.5590857,4.5934398,0.0,7544
VIN0007545,2024-02-24 15:18:00,2024-02-24 15:23:00,1.5574583,3.6116944,0.0,7545
VIN0007546,2024-02-24 15:23:00,2024-02-24 15:29:00,1.3786642,4.2486368,0.0,7546
VIN0007547,2024-02-24 15:29:00,2024-02-24 15:34:00,1.3519254,4.6325625,0.0,7547
VIN0007548,2024-02-24 15:34:00,2024-02-24 15:40:00,1.695476,3.4727835,0.0,7548
VIN0007549,2024-02-24 15:40:00,2024-02-24 15:44:00,1.3906345,3.0962799,0.0,7549
VIN0007550,2024-02-24 15:44:00,2024-02-24 15:48:00,1.2765218,2.9562163,0.0,7550
VIN0007551,2024-02-24 15:48:00,2024-02-24 15:53:00,1.6560573,3.2828056,0.0,7551
VIN0007552,2024-02-24 15:53:00,2024-02-24 15:58:00,1.4703653,3.3893941,0.0,7552
VIN0007553,2024-02-24 15:58:00,2024-02-24 16:04:00,1.4557134,4.4452878,0.0,7553
VIN0007554,2024-02-24 16:04:00,2024-02-24 16:10:00,1.3988948,4.3890321,0.0,7554
VIN0007555,2024-02-24 16:10:00,2024-02-24 16:15:00,1.0601619,4.411126,0.0,7555
VIN0007557,2024-02-24 16:15:00,2024-02-24 16:16:00,1.1308147,0.0,0.0,7556
VIN0007558,2024-02-24 16:16:00,2024-02-24 16:22:00,1.61181,4.1654198,0.0,7557
VIN0007559,2024-02-24 16:22:00,2024-02-24 16:28:00,1.4858462,3.9899573,0.0,7558
VIN0007560,2024-02-24 16:28:00,2024-02-24 16:34:00,1.4549236,4.8023152,0.0,7559
VIN0007556,2024-02-24 16:34:00,2024-02-24 16:40:00,1.5371205,4.3901211,0.0,7560
VIN0007561,2024-02-24 16:40:00,2024-02-24 16:45:00,1.2184192,3.8155467,0.0,7561
VIN0007562,2024-02-24 16:45:00,2024-02-24 16:50:00,1.5261587,3.76034,0.0,7562
VIN0007563,2024-02-24 16:50:00,2024-02-24 16:55:00,0.8359512,3.8237663,0.0,7563
VIN0007564,2024-02-24 16:55:00,2024-02-24 17:00:00,1.7490171,3.2744469,0.0,7564
VIN0007565,2024-02-24 17:00:00,2024-02-24 17:23:00,1.633498,4.9648582,16.9768809,7565
VIN0007566,2024-02-24 17:23:00,2024-02-24 17:31:00,1.1392765,5.9669919,0.0,7566
VIN0007567,2024-02-24 17:31:00,2024-02-24 17:35:00,1.5118789,3.076867,0.0,7567
VIN0007568,2024-02-24 17:35:00,2024-02-24 17:41:00,1.4205862,4.3888456,0.0,7568
VIN0007569,2024-02-26 06:22:00,2024-02-26 06:23:00,1.2558663,0.0,0.0,7569
VIN0007570,2024-02-26 06:38:00,2024-02-26 06:43:00,1.4037762,4.0724999,0.0,7570
VIN0007571,2024-02-26 06:43:00,2024-02-26 06:49:00,1.3000537,4.6369307,0.0,7571
VIN0007572,2024-02-26 06:49:00,2024-02-26 06:54:00,1.4053516,3.5995402,0.0,7572
VIN0007573,2024-02-26 06:54:00,2024-02-26 06:56:00,1.2860879,0.0,0.0,7573
VIN0007574,2024-02-26 06:56:00,2024-02-26 07:01:00,1.1422863,3.6465174,0.0,7574
VIN0007575,2024-02-26 07:07:00,2024-02-26 07:13:00,1.5535102,4.4925456,0.0,7575
VIN0007576,2024-02-26 07:13:00,2024-02-26 07:18:00,1.2421752,3.5178094,0.0,7576
VIN0007577,2024-02-26 07:18:00,2024-02-26 07:21:00,1.4760348,1.916477,0.0,7577
VIN0007578,2024-02-26 07:21:00,2024-02-26 07:26:00,1.2793424,3.655789,0.0,7578
VIN0007579,2024-02-26 07:27:00,2024-02-26 07:33:00,1.7829236,4.4757589,0.0,7579
VIN0007580,2024-02-26 07:33:00,2024-02-26 07:34:00,1.4975245,0.0,0.0,7580
VIN0007581,2024-02-26 07:34:00,2024-02-26 07:39:00,1.3301826,3.5066888,0.0,7581
VIN0007582,2024-02-26 07:39:00,2024-02-26 07:45:00,1.7501423,3.885003,0.0,7582
VIN0007583,2024-02-26 07:45:00,2024-02-26 08:01:00,1.5308602,4.1865929,10.5185595,7583
VIN0007584,2024-02-26 08:01:00,2024-02-26 08:07:00,1.591593,4.1889013,0.0,7584
VIN0007585,2024-02-26 08:07:00,2024-02-26 08:13:00,1.3733348,4.6636443,0.0,7585
VIN0007586,2024-02-26 08:13:00,2024-02-26 08:15:00,1.5530667,0.0,0.0,7586
VIN0007587,2024-02-26 08:15:00,2024-02-26 08:22:00,1.209966,5.8368165,0.0,7587
VIN0007588,2024-02-26 08:22:00,2024-02-26 08:26:00,1.4382681,3.329474,0.0,7588
VIN0007589,2024-02-26 08:26:00,2024-02-26 08:33:00,1.6814632,4.8310944,0.0,7589
VIN0007590,2024-02-26 08:33:00,2024-02-26 08:40:00,1.4354216,6.0337244,0.0,7590
VIN0007591,2024-02-26 08:40:00,2024-02-26 08:44:00,1.1936728,2.8138152,0.0,7591
VIN0007592,2024-02-26 08:44:00,2024-02-26 08:50:00,1.6621609,3.961236,0.0,7592
VIN0007593,2024-02-26 08:50:00,2024-02-26 08:51:00,0.9214024,0.0,0.0,7593
VIN0007594,2024-02-26 08:51:00,2024-02-26 08:56:00,1.3971014,3.4391908,0.0,7594
VIN0007595,2024-02-26 08:56:00,2024-02-26 09:02:00,1.4977345,4.4580065,0.0,7595
VIN0007596,2024-02-26 09:02:00,2024-02-26 09:07:00,1.4975109,4.1453672,0.0,7596
VIN0007597,2024-02-26 09:07:00,2024-02-26 09:13:00,1.405626,4.3614883,0.0,7597
VIN0007598,2024-02-26 09:13:00,2024-02-26 09:20:00,1.545721,5.7041208,0.0,7598
VIN0007599,2024-02-26 09:20:00,2024-02-26 09:21:00,1.192251,0.0,0.0,7599
VIN0007600,2024-02-26 09:21:00,2024-02-26 09:28:00,1.3028525,5.3002335,0.0,7600
VIN0007601,2024-02-26 09:28:00,2024-02-26 09:34:00,1.4470855,4.738818,0.0,7601
VIN0007602,2024-02-26 09:34:00,2024-02-26 09:40:00,1.3749706,4.207206,0.0,7602
VIN0007603,2024-02-26 09:40:00,2024-02-26 09:42:00,1.6921278,0.0,0.0,7603
VIN0007604,2024-02-26 09:42:00,2024-02-26 09:47:00,1.2575206,4.3544855,0.0,7604
VIN0007605,2024-02-26 09:47:00,2024-02-26 09:52:00,1.6081252,2.9577551,0.0,7605
VIN0007606,2024-02-26 09:52:00,2024-02-26 09:56:00,1.1378854,2.6764582,0.0,7606
VIN0007607,2024-02-26 09:56:00,2024-02-26 10:00:00,1.3323611,3.4477037,0.0,7607
VIN0007608,2024-02-26 10:00:00,2024-02-26 10:06:00,1.3377951,4.5331618,0.0,7608
VIN0007609,2024-02-26 10:06:00,2024-02-26 10:12:00,1.4838226,4.2164909,0.0,7609
VIN0007610,2024-02-26 10:12:00,2024-02-26 10:18:00,1.5414217,4.2881389,0.0,7610
VIN0007611,2024-02-26 10:18:00,2024-02-26 10:24:00,1.349035,4.9473806,0.0,7611
VIN0007613,2024-02-26 10:24:00,2024-02-26 10:26:00,1.5302868,0.0,0.0,7612
VIN0007614,2024-02-26 10:26:00,2024-02-26 10:31:00,1.3347349,4.239508,0.0,7613
VIN0007615,2024-02-26 10:31:00,2024-02-26 10:35:00,1.419882,2.5470031,0.0,7614
VIN0007616,2024-02-26 10:35:00,2024-02-26 10:41:00,1.3010234,4.2042401,0.0,7615
VIN0007617,2024-02-26 10:41:00,2024-02-26 10:42:00,0.8418299,0.0,0.0,7616
VIN0007612,2024-02-26 10:42:00,2024-02-26 10:48:00,1.1667493,4.8647664,0.0,7617
VIN0007620,2024-02-26 10:48:00,2024-02-26 10:55:00,1.6552067,5.9159047,0.0,7618
VIN0007618,2024-02-26 10:55:00,2024-02-26 11:01:00,1.3399775,4.066681,0.0,7619
VIN0007621,2024-02-26 11:01:00,2024-02-26 11:07:00,1.3305302,5.4680046,0.0,7620
VIN0007619,2024-02-26 11:07:00,2024-02-26 11:14:00,1.7280867,4.5120218,0.0,7621
VIN0007622,2024-02-26 11:14:00,2024-02-26 11:19:00,1.3600102,3.7074567,0.0,7622
VIN0007623,2024-02-26 11:19:00,2024-02-26 11:20:00,1.506511,0.0,0.0,7623
VIN0007624,2024-02-26 11:20:00,2024-02-26 11:26:00,1.3973887,4.0928757,0.0,7624
VIN0007625,2024-02-26 11:26:00,2024-02-26 11:27:00,1.5474451,0.0,0.0,7625
VIN0007626,2024-02-26 11:27:00,2024-02-26 11:32:00,1.4293934,3.0678472,0.0,7626
VIN0007628,2024-02-26 11:32:00,2024-02-26 11:38:00,1.4804316,4.6751406,0.0,7627
VIN0007627,2024-02-26 11:38:00,2024-02-26 11:44:00,1.4186628,4.4545756,0.0,7628
VIN0007629,2024-02-26 11:44:00,2024-02-26 11:45:00,1.3322748,0.0,0.0,7629
VIN0007630,2024-02-26 11:45:00,2024-02-26 11:46:00,1.3850728,0.0,0.0,7630
VIN0007631,2024-02-26 11:46:00,2024-02-26 11:52:00,1.2874335,3.8841486,0.0,7631
VIN0007632,2024-02-26 11:52:00,2024-02-26 11:58:00,1.6333155,4.7524357,0.0,7632
VIN0007633,2024-02-26 11:58:00,2024-02-26 12:05:00,1.3089241,5.4466937,0.0,7633
VIN0007634,2024-02-26 12:05:00,2024-02-26 12:10:00,1.3992852,3.5047601,0.0,7634
VIN0007635,2024-02-26 12:10:00,2024-02-26 12:15:00,1.0932708,4.5875174,0.0,7635
VIN0007636,2024-02-26 12:15:00,2024-02-26 12:21:00,1.5391495,3.9482506,0.0,7636
VIN0007637,2024-02-26 12:21:00,2024-02-26 12:26:00,1.5208566,3.3663632,0.0,7637
VIN0007638,2024-02-26 12:26:00,2024-02-26 12:31:00,1.1833228,3.8301607,0.0,7638
VIN0007639,2024-02-26 12:31:00,2024-02-26 12:37:00,1.5617379,4.4634946,0.0,7639
VIN0007640,2024-02-26 12:37:00,2024-02-26 12:38:00,1.5465513,0.0,0.0,7640
VIN0007641,2024-02-26 12:38:00,2024-02-26 12:40:00,1.5737688,0.0,0.0,7641
VIN0007642,2024-02-26 12:40:00,2024-02-26 12:41:00,1.5801638,0.0,0.0,7642
VIN0007643,2024-02-26 12:41:00,2024-02-26 12:46:00,1.1606904,3.3568442,0.0,7643
VIN0007645,2024-02-26 12:46:00,2024-02-26 12:52:00,1.1497525,4.5089096,0.0,7644
VIN0007644,2024-02-26 12:52:00,2024-02-26 12:58:00,1.2934788,4.6823356,0.0,7645
VIN0007646,2024-02-26 12:58:00,2024-02-26 12:59:00,1.6330661,0.0,0.0,7646
VIN0007647,2024-02-26 12:59:00,2024-02-26 13:05:00,0.9806979,4.79673,0.0,7647
VIN0007648,2024-02-26 13:05:00,2024-02-26 13:06:00,1.4203862,0.0,0.0,7648
VIN0007649,2024-02-26 13:06:00,2024-02-26 13:08:00,1.2734451,0.0,0.0,7649
VIN0007650,2024-02-26 13:08:00,2024-02-26 13:14:00,1.1501957,4.9884593,0.0,7650
VIN0007651,2024-02-26 13:18:00,2024-02-26 13:26:00,1.6353231,6.0438027,0.0,7651
VIN0007652,2024-02-26 13:26:00,2024-02-26 13:32:00,1.4024793,4.928145,0.0,7652
VIN0007653,2024-02-26 13:32:00,2024-02-26 13:39:00,1.4157016,5.1368888,0.0,7653
VIN0007654,2024-02-26 13:39:00,2024-02-26 13:43:00,1.2794281,2.6756812,0.0,7654
VIN0007655,2024-02-26 13:43:00,2024-02-26 13:44:00,1.847217,0.0,0.0,7655
VIN0007656,2024-02-26 13:44:00,2024-02-26 13:50:00,1.7447629,4.1444104,0.0,7656
VIN0007657,2024-02-26 13:50:00,2024-02-26 13:52:00,1.1894588,0.0,0.0,7657
VIN0007658,2024-02-26 13:52:00,2024-02-26 13:57:00,1.1746924,3.9656885,0.0,7658
VIN0007659,2024-02-26 13:57:00,2024-02-26 14:03:00,1.3409783,4.5824251,0.0,7659
VIN0007660,2024-02-26 14:03:00,2024-02-26 14:09:00,1.5832782,4.8172448,0.0,7660
VIN0007661,2024-02-26 14:09:00,2024-02-26 14:14:00,1.263533,3.7579695,0.0,7661
VIN0007662,2024-02-26 14:14:00,2024-02-26 14:16:00,1.6146002,0.0,0.0,7662
VIN0007663,2024-02-26 14:16:00,2024-02-26 14:21:00,1.1781688,4.5903204,0.0,7663
VIN0007665,2024-02-26 14:21:00,2024-02-26 14:25:00,1.5540582,1.7045125,0.0,7664
VIN0007666,2024-02-26 14:33:00,2024-02-26 14:38:00,1.3775377,4.0158588,0.0,7665
VIN0007667,2024-02-26 14:38:00,2024-02-26 14:43:00,1.3736297,3.1132426,0.0,7666
VIN0007668,2024-02-26 14:43:00,2024-02-26 14:49:00,1.3581834,4.7426508,0.0,7667
VIN0007669,2024-02-26 14:49:00,2024-02-26 14:54:00,1.5089281,3.1956919,0.0,7668
VIN0007670,2024-02-26 14:54:00,2024-02-26 15:00:00,1.5040389,4.6738419,0.0,7669
VIN0007671,2024-02-26 15:00:00,2024-02-26 15:06:00,1.3980436,5.0085555,0.0,7670
VIN0007664,2024-02-26 15:06:00,2024-02-26 15:08:00,1.4973519,0.0,0.0,7671
VIN0007672,2024-02-26 15:08:00,2024-02-26 15:13:00,1.0258587,4.1113448,0.0,7672
VIN0007673,2024-02-26 15:13:00,2024-02-26 15:17:00,1.4735364,3.1126155,0.0,7673
VIN0007675,2024-02-26 15:17:00,2024-02-26 15:21:00,1.3385081,2.4381469,0.0,7674
VIN0007676,2024-02-26 15:21:00,2024-02-26 15:27:00,1.1833967,4.3095673,0.0,7675
VIN0007677,2024-02-26 15:27:00,2024-02-26 15:31:00,1.6625337,2.4034901,0.0,7676
VIN0007674,2024-02-26 15:31:00,2024-02-26 15:38:00,1.2353409,5.5428419,0.0,7677
VIN0007678,2024-02-26 15:38:00,2024-02-26 15:44:00,1.412488,4.6143193,0.0,7678
VIN0007679,2024-02-26 15:44:00,2024-02-26 15:49:00,1.3152005,4.4786852,0.0,7679
VIN0007680,2024-02-26 15:49:00,2024-02-26 15:55:00,1.1423508,4.6108813,0.0,7680
VIN0007681,2024-02-26 15:55:00,2024-02-26 16:00:00,1.4459572,3.2737587,0.0,7681
VIN0007682,2024-02-26 16:00:00,2024-02-26 16:06:00,1.6586586,4.0398218,0.0,7682
VIN0007685,2024-02-26 16:06:00,2024-02-26 16:12:00,1.5094446,4.6008328,0.0,7683
VIN0007684,2024-02-26 16:12:00,2024-02-26 16:16:00,1.2820584,2.8328172,0.0,7684
VIN0007686,2024-02-26 16:16:00,2024-02-26 16:19:00,1.2338956,2.1162387,0.0,7685
VIN0007683,2024-02-26 16:19:00,2024-02-26 16:25:00,1.6946586,4.4638488,0.0,7686
VIN0007687,2024-02-26 16:25:00,2024-02-26 16:31:00,1.4769571,4.1455199,0.0,7687
VIN0007688,2024-02-26 16:31:00,2024-02-26 16:35:00,1.3323042,3.1339225,0.0,7688
VIN0007689,2024-02-26 16:35:00,2024-02-26 16:42:00,1.1797296,5.8239081,0.0,7689
VIN0007690,2024-02-26 16:42:00,2024-02-26 16:47:00,1.4415504,3.3378149,0.0,7690
VIN0007691,2024-02-26 16:47:00,2024-02-26 16:52:00,0.9802854,4.2207426,0.0,7691
VIN0007692,2024-02-26 16:52:00,2024-02-26 16:54:00,1.2966152,0.0,0.0,7692
VIN0007693,2024-02-26 16:54:00,2024-02-26 17:00:00,1.721924,4.1521803,0.0,7693
VIN0007694,2024-02-26 17:00:00,2024-02-26 17:04:00,1.3820572,3.5646548,0.0,7694
VIN0007695,2024-02-26 17:04:00,2024-02-26 17:12:00,1.4648874,5.6155821,0.0,7695
VIN0007696,2024-02-26 17:12:00,2024-02-26 17:13:00,1.4154462,0.0,0.0,7696
VIN0007697,2024-02-26 17:13:00,2024-02-26 17:17:00,1.4779586,2.2225947,0.0,7697
VIN0007698,2024-02-26 17:17:00,2024-02-26 17:22:00,1.1442913,4.1174607,0.0,7698
VIN0007700,2024-02-26 17:22:00,2024-02-26 17:28:00,1.6783806,4.0421841,0.0,7699
VIN0007701,2024-02-26 17:28:00,2024-02-26 17:34:00,1.3416975,4.7561948,0.0,7700
VIN0007702,2024-02-26 17:34:00,2024-02-26 17:39:00,1.2920632,3.6199108,0.0,7701
VIN0007703,2024-02-26 17:39:00,2024-02-26 17:40:00,1.4104575,0.0,0.0,7702
VIN0007704,2024-02-26 17:40:00,2024-02-26 17:45:00,1.5229894,3.2265715,0.0,7703
VIN0007705,2024-02-26 17:45:00,2024-02-26 17:50:00,1.7251153,3.5135776,0.0,7704
VIN0007706,2024-02-26 17:50:00,2024-02-26 17:51:00,1.3783961,0.0,0.0,7705
VIN0007707,2024-02-26 17:51:00,2024-02-26 17:53:00,1.5386805,0.0,0.0,7706
VIN0007699,2024-02-26 17:53:00,2024-02-26 18:33:00,1.4178594,0.0,38.6648158,7707
VIN0007708,2024-02-26 18:33:00,2024-02-26 18:39:00,1.3222712,4.7417794,0.0,7708
VIN0007709,2024-02-26 18:39:00,2024-02-26 18:43:00,1.4576239,2.3726812,0.0,7709
VIN0007710,2024-02-26 18:43:00,2024-02-26 18:45:00,1.5855473,0.0,0.0,7710
VIN0007711,2024-02-26 18:45:00,2024-02-26 18:48:00,1.2542305,2.4325126,0.0,7711
VIN0007712,2024-02-26 18:48:00,2024-02-26 18:55:00,1.2872749,5.3563666,0.0,7712
VIN0007713,2024-02-26 18:55:00,2024-02-26 19:00:00,1.5692008,3.9385544,0.0,7713
VIN0007714,2024-02-26 19:00:00,2024-02-26 19:06:00,1.7575641,3.8675974,0.0,7714
VIN0007715,2024-02-26 19:06:00,2024-02-26 19:10:00,1.1171717,2.8068457,0.0,7715
VIN0007716,2024-02-26 19:10:00,2024-02-26 19:17:00,1.6079239,5.419242,0.0,7716
VIN0007717,2024-02-26 19:17:00,2024-02-26 19:18:00,1.4958545,0.0,0.0,7717
